"Data Source","World Development Indicators",

"Last Updated Date","2018-01-25",

"Country Name","Country Code","Indicator Name","Indicator Code","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017",
"Antigua and Barbuda","ATG","GDP growth (annual %)","NY.GDP.MKTP.KD.ZG","","","","","","","","","","","","","","","","","","","4.38362118066497","8.07974237359122","8.1614353141114","3.81491684682882","-0.0840088504984777","5.3640096427899","10.1650010922351","7.6437904952799","11.493828189942","6.62637073147947","5.21326855767165","5.25227810172191","3.0116457721507","2.1768731163895","1.15832626873824","5.28007148779103","6.67619516293692","-4.35949398995461","6.60481808836559","5.471131931738","4.73131371210214","3.70789461849279","6.69174145247162","-4.95407541493864","1.02410075957276","6.05790848420824","5.7364604899071","6.41240554799147","12.7285084307718","9.25942068972286","-0.0301331310859467","-12.1075361856213","-7.20002446135504","-2.07912704683282","3.50660922205834","-0.103939140635774","5.10194036354055","4.06021896269833","5.34247943486722","",
"Australia","AUS","GDP growth (annual %)","NY.GDP.MKTP.KD.ZG","","2.47496516715691","1.32666489088906","6.2129713187115","6.97548992445651","5.97849358398828","2.36460617593295","6.29778646413588","5.09158748648721","7.05065736609052","7.16734541776465","4.00330835508684","3.91178191457604","2.59931282534502","4.09676877415019","1.33286279302969","2.59095194815121","3.60767445855905","0.898233500753193","4.05596454892145","3.05241685346648","3.35642099937404","3.31942201323481","-2.23096023627221","4.63076612888962","5.2493504869024","4.10020364505374","2.57844247449019","5.77685198414788","3.88081984345341","3.53080143827189","-0.375332994004452","0.436463912436508","4.06199419960494","4.05161074064104","3.88933224974312","3.94880727673363","3.9476152272907","4.44013975037123","5.00680702601657","3.86786879656171","1.93005426100632","3.85292705053632","3.06830485081724","4.14567139532218","3.20354813216642","2.97805438554232","3.74972737014126","3.6981406851839","1.81195719876368","2.0058797006042","2.3728207003322","3.63424961605661","2.56985608805907","2.60945747981651","2.42161055597219","2.76577349883983","",
"Austria","AUT","GDP growth (annual %)","NY.GDP.MKTP.KD.ZG","","5.53797931684525","2.64867511295262","4.13826758157036","6.12435373762833","3.48017491799561","5.64286141093268","3.00804779775493","4.47231278246069","6.2758671660702","6.00067948298364","5.56776285621625","6.20786096017561","4.89043546444539","3.94213811583772","-0.363735712746717","4.57844539110806","5.07998084943789","-0.210653505242945","5.35669981337452","1.73148541941144","-0.144294488086032","2.0112543918611","2.97308800397396","0.0512752312559854","2.49867849763099","2.30139275743295","1.35716805545808","3.29588017974555","3.88707479168828","4.34564155671433","3.44162740354146","2.09352471094026","0.526809481133867","2.40211878433698","2.66798362849255","2.39831429819569","2.20501967141256","3.55996690479854","3.58998772339561","3.36840773861209","1.35051607207082","1.65585496128917","0.756156579591121","2.70574307771409","2.14068260282905","3.3508313470179","3.62151043328871","1.5472638218081","-3.79907504488268","1.92867305546172","2.80799994890108","0.745756081086228","0.124223536253297","0.644844842830935","0.963058385901874","1.48073073135546","",
"Azerbaijan","AZE","GDP growth (annual %)","NY.GDP.MKTP.KD.ZG","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","-0.699999960061689","-22.6000003946572","-23.099999548566","-19.7000000190049","-11.8000008993603","1.30000019976242","5.80000052390139","10.0000002781915","7.40000058167318","11.0999992535406","9.89999999999999","10.5999992015725","11.2000002371477","10.2000003982988","26.4000008082431","34.4999995102935","25.0489995231791","10.7724207826314","9.41065376397619","4.85433932383958","0.0659227678492726","2.20000018843571","5.79667839631929","2","1.0999998090951","-3.10000020204575","",
"Burundi","BDI","GDP growth (annual %)","NY.GDP.MKTP.KD.ZG","","-13.7461350547259","9.06315793459677","4.13540741977489","6.27303790305589","3.96722560866228","4.61299289593052","13.8215186020324","-0.297883673243859","-1.45954114320627","21.3256707328197","2.74682871136838","-6.40396492291259","6.88905071788039","-0.726839562116453","0.697920236170546","7.94266097596663","11.4694530442727","-0.94057598916848","1.66495495026508","0.991055725131787","12.1632755702466","-1.05359982020342","3.71532699143131","0.155544004817926","11.7831801831472","3.25018045829925","5.5030961188439","5.03102436828998","1.34950222992009","3.49982214003694","4.99683645144218","1.00999836586126","-6.2399999992023","-3.82999999669255","-7.9200000006572","-8.00000000137253","-1.58999999719993","4.7499999920648","-1.0099999961992","-0.856864059223554","2.05580710931326","4.44651941891463","-1.22372795923965","4.83365776164824","0.900000002864005","5.38465739821253","4.78583195088814","5.04811878327607","3.46842542500001","3.78590254312172","4.19162568095399","4.01936552951105","4.59405421822632","4.66091818447367","-3.9211427489077","-0.570434452339768","",
"Belgium","BEL","GDP growth (annual %)","NY.GDP.MKTP.KD.ZG","","4.97842306319194","5.21200350925577","4.35158428167051","6.95668473344054","3.56065983986041","3.15589498173436","3.86814694690094","4.19412962494752","6.62979979529406","5.7742136259553","3.80650048693782","5.29560441042238","6.38170209761178","4.56525805475498","-1.96594157998618","5.65274585962644","0.626154799754943","2.84189657602427","2.34107306339486","4.44405402198321","-0.27928360018538","0.594986939246581","0.311842731505322","2.46638267874985","1.65179283915737","1.82276211449314","2.30665940818535","4.72320889739768","3.46916683249077","3.13740247636093","1.83307427109585","1.53065481372133","-0.961873088301189","3.22697146703889","2.3847572377606","1.59340630293812","3.710444953595","1.97527436606788","3.56331155213489","3.63365201492995","0.811543606908231","1.78050630060444","0.774567233499226","3.63468067224031","2.09427270847185","2.50614011546131","3.44897379169034","0.78317303775475","-2.25317463494594","2.74421327182894","1.79830265913084","0.234796924396491","0.200650443652648","1.35143423716137","1.40449487754601","1.46600487602497","",
"Benin","BEN","GDP growth (annual %)","NY.GDP.MKTP.KD.ZG","","3.14128045871784","-3.42640982287567","4.73002797546241","6.65075911863298","5.29386283436428","3.57586273280783","1.07839866577682","3.84233563580622","2.87749797606187","2.09775757773704","-1.49684182821601","6.42636754448678","3.70616531858225","3.33931216069718","-4.89534544485579","0.884356333007389","4.98366372489858","1.25507803202922","6.53574740878145","6.78176387161284","9.95423116663254","2.23506634454731","-4.34782273446395","7.92983956425357","7.53032483653877","2.17114159786259","-1.50000294944432","3.40524529485118","-2.85416049626546","8.97613436064626","4.22579941870271","2.95771082640847","5.83617208779967","2.02040044766727","6.04519864774498","4.32428403143146","5.73468837672672","3.96101213801585","5.34144937202619","5.85999210110583","5.33041085668984","4.64447002567962","3.44404484874129","4.42962902368195","1.71157762807456","3.94701374716007","5.98651552196785","4.89339391821042","2.31922692435856","2.11685012701102","2.96275035081007","4.81028341334986","7.19309651870678","6.35752095280107","2.09445798123282","3.98128776722693","",
"Burkina Faso","BFA","GDP growth (annual %)","NY.GDP.MKTP.KD.ZG","","4.04392797653317","6.12879878142711","-1.26801637263017","2.28281922317824","3.76454538057878","0.53761308310483","8.82331497511429","3.07077393772455","2.02608104065483","0.117019610899916","1.41333988193304","2.31149874124745","0.449327404973701","8.28642648234307","2.99838289042404","8.53489496952548","0.370353558007494","4.60782500525139","3.66462151183148","0.796878872350632","4.25530339449534","9.56219662276685","0.345984739692895","-1.77869668654425","8.51736499535107","7.95536272803459","-0.236336793625298","5.79559296480244","2.15026727576519","-0.60292848001005","9.06998446083453","0.232710762542766","3.46138493514046","1.31500727214082","5.71637386679346","11.014743869212","6.31683473498401","7.30771963314496","7.40417896632496","1.82024189276156","6.61339955512814","4.35300432287377","7.80243989821501","4.47847434866785","8.66186160516736","6.25315860358158","5.65500511828274","7.29449815007301","2.96201437138612","5.37337312603059","6.62686519230525","6.45269875497425","5.79258931687122","4.32683735691617","3.89454530090545","5.91579788128469","",
"Bangladesh","BGD","GDP growth (annual %)","NY.GDP.MKTP.KD.ZG","","6.05816082548087","5.45303096987186","-0.455894289938712","10.9527885460418","1.60625822891573","2.56681200128052","-1.87586391964774","9.48945401547951","1.22085790909685","5.61985229280111","-5.47948302721956","-13.9737287020439","3.32568019878394","9.59195630041845","-4.08821409181661","5.66136120119667","2.67305605001984","7.07383773260692","4.80163460055662","0.81914186889891","7.23394369490723","2.13432783577075","3.88104639981715","4.80331001525438","3.34201465415414","4.173382559004","3.77240185252705","2.41625685566223","2.83658212907926","5.62225816160702","3.4852278153552","5.44268555072129","4.71156172449447","3.89012644065643","5.12127789716162","4.52291921762344","4.48989649735631","5.17702687345256","4.67015636827865","5.2932947184604","5.07728777597312","3.83312394005608","4.73956739916446","5.2395329104527","6.53594494052352","6.67186826509662","7.05863620607012","6.01378975923306","5.04512479417738","5.57180227396866","6.46438388047517","6.52143507837333","6.01359606747023","6.06109305375394","6.55263331602802","7.1134894741232","",
"Bulgaria","BGR","GDP growth (annual %)","NY.GDP.MKTP.KD.ZG","","","","","","","","","","","","","","","","","","","","","","4.90016185983096","2.33456559219091","3.43030591266262","3.39644362278435","2.68344073997291","4.20760200434142","6.05451383876866","10.9446920641535","-3.28988206795438","-9.11737709653305","-8.44535523808105","-7.27238790651938","-1.48021482899122","1.81801124071566","2.86018944148833","1.59999996252762","-1.09999991219506","3.4999998326076","-5.60999997649769","5.01094943570178","4.24802525710577","6.01812226432104","5.0775222461872","6.55556654678338","7.23619298202603","6.75313391538587","7.67535068185595","3.63781611605616","-3.58614562510616","1.32402682053603","1.91501801059782","0.0309436075978766","0.86209273761466","1.32884972234031","3.61744263250927","3.94106951609589","",
"Bahrain","BHR","GDP growth (annual %)","NY.GDP.MKTP.KD.ZG","","","","","","","","","","","","","","","","","","","","","","-5.31669735282962","-7.55621771215945","6.37637679964398","5.00364604500774","-4.75826853805688","1.18299391598423","10.3990093325468","6.99999164945328","0.364007138161824","4.43799717642636","11.2299987800123","6.68999836660538","12.8700066696584","-0.250001484542878","3.92999154532021","4.11000611512114","3.09299978673204","4.79000278855499","4.29999896037758","5.29999479407712","2.49103356534492","3.61414828908676","6.02395119599457","6.98094698388441","6.768939708829","6.46856767156123","8.29244382201286","6.24512834138467","2.53977246949495","4.33440708785902","1.98382325562152","3.73225152129817","5.41650371529137","4.34984232980895","2.86196782508222","","",
"Bahamas, The","BHS","GDP growth (annual %)","NY.GDP.MKTP.KD.ZG","","10.6670974291827","10.4519718906978","10.5240552039872","10.501567201834","10.4255964880829","9.07192871148763","9.59811386676539","8.42176356379983","8.98166257813466","-5.64964951931599","1.62650874074369","-3.49733593336894","7.56756882392725","-16.7542290749632","-14.8031263125013","5.1851849717082","9.15492921913147","14.179520138717","26.1392957694241","6.49528192139516","-9.22640507988635","6.69889775608139","3.59705186796589","14.1711486244798","4.8291801139749","1.79700022744103","2.98451934490475","2.3097076608329","6.72732979931739","-1.59624908649575","-4.18178463830364","-3.82558272775219","0.307806938390186","3.14891619118112","4.37875139876529","4.22353068025446","2.0622394896332","4.71647382481177","7.1441299322174","4.14924639976306","2.62562712099295","2.70462951253123","-1.26474462878817","0.882884232581489","3.39529266953944","2.51686384101295","1.44652221530926","-2.32417237277639","-4.18091980235643","1.54700515668442","0.611979166666359","3.08010870971911","-0.567137726785134","-1.24299933393996","-3.07109202826965","0.165622948088469","",
"Bosnia and Herzegovina","BIH","GDP growth (annual %)","NY.GDP.MKTP.KD.ZG","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","20.8000005498984","88.9576648014073","34.3895745908777","15.5999963635658","9.59999979508615","5.50000043583101","4.39999950666288","5.30000026724034","4.00000006535353","6.09999977115795","8.75823033528202","5.37847682131678","5.7287569117034","5.58312758937349","-2.98966261952265","0.867983229916121","0.955704510865814","-0.824089020944641","2.35083997046108","1.14971370311292","3.0737720887666","3.05622036893365","",
"Belarus","BLR","GDP growth (annual %)","NY.GDP.MKTP.KD.ZG","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","-1.19999999973983","-9.60000000011006","-7.60000000044347","-11.7000000000176","-10.3999999992113","2.79999999865592","11.4000000001389","8.40000000028043","3.39999999978919","5.8000000005421","4.72530600626246","5.04526731762394","7.04319267515923","11.4497429270061","9.40000000000001","10","8.60000000013865","10.200002577658","0.19999523862235","7.79369790497849","5.54371069597255","1.731392763977","1.02398546332529","1.72308568859899","-3.82956936585582","-2.64903805042297","",
"Belize","BLZ","GDP growth (annual %)","NY.GDP.MKTP.KD.ZG","","4.89227721902688","4.89265218028399","4.9564341949162","4.99987991041317","4.93054096131824","4.77084511295951","4.91312316207066","7.36722545714623","5.1063747909928","4.80769336382932","3.95944108172952","10.2183038390507","5.35189411088604","13.5599851718048","3.59282444245959","-0.0340209434206997","6.4965942870642","7.92080717857668","7.51702151348017","15.166518076639","1.2906397365083","-0.283156224836318","-2.10601731460922","1.95794512731165","1.06684925454334","4.57425872964261","11.2157797126512","9.23759645812999","13.0908415724206","10.628576072265","10.4970424941277","12.0357579021201","6.27656374194119","0.157938678697107","0.643973577629382","1.4287226647141","3.54517885789039","3.74095660234622","8.78037145485943","13.0387621268347","5.01566299905735","5.11855944291548","9.32653785760706","4.65046803425612","2.57874203064038","4.58256029684601","1.10431080361893","3.22849497740935","0.713117749543173","3.32444221967359","2.10395080383485","3.82474878288322","1.3140791704012","3.50178591179871","2.87193504060859","-0.594298268365449","",
"Bermuda","BMU","GDP growth (annual %)","NY.GDP.MKTP.KD.ZG","","4.67999999999731","4.47000000000368","1.0699999999985","11.1099999999972","4.76000000000469","14.3636363636331","13.2750397456253","2.10526315789625","3.43642611683744","6.31229235880765","3.43749999999838","1.81268882175351","1.48367952521981","0.877192982458979","3.76811594202641","8.9385474860342","5.89743589743676","1.45278450363297","2.14797136038152","7.94392523364439","2.38095238095129","-5.28541226215641","2.0089285714283","0.481400437638541","-2.00348432055975","6.66666666666802","3.74999999999943","4.05622489959951","0.443844075644776","0.0192122958719381","-3.53438340376593","-0.0597371565103231","3.00856744371407","0.599613152803229","4.39914785618222","2.60047604555287","4.60000000000198","3.90000000000011","3.38264871401167","9.31715557653585","7.2224360086321","-1.47779037455827","3.41070620413235","2.32126647646751","1.67420714931701","5.54386592809534","2.84589011430658","1.52789390961543","-5.28417714947457","-2.09411353414293","-3.33949441020565","-4.8345401709793","-2.51115443098975","","","","",
"Bolivia","BOL","GDP growth (annual %)","NY.GDP.MKTP.KD.ZG","","2.07998362809406","5.57022534605136","6.42070158067196","4.7945595745809","5.6250177461244","6.497295732655","6.90886793551351","-12.1690279476039","3.09601364024903","-0.49482136657997","5.06333631430932","7.96748548215673","5.73916134325054","2.93956812778478","7.31101764845377","4.61456733402208","4.97121608746237","2.05269444217168","0.133344041151148","-1.37177331590264","0.275616740495252","-3.93873780402842","-4.04212178872982","-0.200671744258074","-1.67638709592364","-2.57387737738748","2.46347937283356","2.90950541857747","3.79012853415045","4.63578787944657","5.266522121332","1.64650003872001","4.26929485458925","4.66726626346237","4.67827709973257","4.361340293933","4.95420874299724","5.02935475543072","0.426885422588825","2.50781080899483","1.68379912721825","2.48556573783829","2.71133983700673","4.17329558916248","4.42143312687979","4.79700882356067","4.56428492474335","6.14859767213574","3.35700125894111","4.12672256468305","5.20409271802829","5.12227466098376","6.79601170559745","5.460569751994","4.857187894912","4.26391940393987","",
"Brazil","BRA","GDP growth (annual %)","NY.GDP.MKTP.KD.ZG","","10.275911554301","5.21605942017888","0.87467259240843","3.48558230427724","3.0534878936691","4.15036023303344","4.91526567501121","11.4272823832673","9.73582688991269","8.76994747172608","11.2950868433502","12.0528022500388","13.9786916510758","9.04212031316958","5.20907590114406","9.79041016147607","4.60631806113791","3.23170956333544","6.76628496532688","9.11096015517154","-4.39335720034832","0.580245553394249","-3.40979347371646","5.26914314976872","7.94586174871282","7.98829510486232","3.59962946680903","-0.102672718383658","3.27945885796417","-3.1023559487504","1.51193723789993","-0.466913209800552","4.66516898877852","5.33455170247368","4.41673135388506","2.20753552794351","3.39502863721179","0.338356179270249","0.46906658749279","4.11256490969873","1.3898671662665","3.05330373122146","1.14100701302281","5.75987600394781","3.20213521300201","3.96190265641243","6.06987284607507","5.09434227022558","-0.125873061539252","7.52822356216525","3.97442540629392","1.9211503175375","3.00486535886174","0.503961790897151","-3.76925266939523","-3.59473919629713","",
"Barbados","BRB","GDP growth (annual %)","NY.GDP.MKTP.KD.ZG","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","-3.90000761964967","-5.7000164215841","0.800006676687488","1.99999826992976","2.02326144899443","3.96627478921742","4.74014848657912","3.74045801526717","0.3258698622937","4.45305951383068","-2.3673387501254","0.791122983663811","2.17125382262996","1.40676444178389","3.96497441951989","5.66859089618623","1.76428443489162","0.396022177241932","-4.04102384291724","0.264912761487167","0.455539358600589","0.281153636858349","0.00904404449670437","0.018086453246525","0.904159132007237","2.04301075268818","",
"Brunei Darussalam","BRN","GDP growth (annual %)","NY.GDP.MKTP.KD.ZG","","","","","","","","","","","","","","","","0.355463068303536","20.1553943567083","10.9166970556663","6.7758344222612","22.562428763821","-6.99670298402471","-19.8267158647435","3.95665493838268","0.501465965857875","0.59987654172437","-1.49074908033609","-2.71546995324415","2.00912981362838","1.09736716573585","-1.07417857262092","1.08942053548755","3.14594136166266","4.75858084552159","0.304572874141869","3.14539739535877","4.47870733983746","2.87831774721235","-1.47117157218256","-0.558508851097471","3.05215714160208","2.84942185782728","2.744040517652","3.87209696704298","2.90395547653115","0.504318252687327","0.38750720823208","4.39771967752176","0.154581811742773","-1.93971463784671","-1.76453554132601","2.59896574643226","3.74531835205994","0.912841670964411","-2.12602851740175","-2.349746749517","-0.566814608844453","-2.4655149233665","",
"Bhutan","BTN","GDP growth (annual %)","NY.GDP.MKTP.KD.ZG","","","","","","","","","","","","","","","","","","","","","","13.9077290356395","3.41394147506642","11.3107136184646","4.48210512922356","4.21177503633371","11.7305766311607","28.6962653616001","4.98728969866838","7.43262644625811","10.8764346909591","-0.407876088864342","4.60089143184629","1.9863665899687","4.95150367020483","7.07411727794511","5.56517286212046","5.37383851914481","5.91403083461985","7.98397202183317","6.93302423977509","8.20377386131203","10.7278406117878","7.66433404214091","5.89640819205567","7.12255964997142","6.84936593196244","17.9258249448258","4.768354225598","6.65722379603399","11.7308543603364","7.89091389329108","5.07170981496216","2.14249655359879","5.74545516756977","6.59744848588674","7.99070541132045","",
"Botswana","BWA","GDP growth (annual %)","NY.GDP.MKTP.KD.ZG","","6.34328371864589","6.66666781380381","5.92104509641625","6.83230092720848","5.81395506314593","6.34401909331027","5.92455994292432","10.5670565011298","15.1234047073397","17.1202676706414","25.8211072190911","26.3619409474338","21.3031840927794","8.7977952167173","8.4462503762287","10.6473767108427","12.0120400916206","14.3328015877977","12.1485889229532","11.9869013810389","9.06485746505908","12.165531856787","13.1467290492182","8.54538363956856","7.12527126928725","8.17292433266485","11.8819281351081","19.4499695089935","13.0594058880328","6.77282194932553","7.4587091123188","2.91707030692542","1.91610714170143","3.62791602093857","7.03041026074564","5.82980007842275","8.02654902640244","0.721993155129823","9.66724074151198","1.98769585438754","0.250573866722732","6.06953086765014","4.62589479191556","2.70582173663567","4.55664565732845","8.36387106895727","8.27676375751889","6.24543739818513","-7.65231020253476","8.56363174773267","6.04831636706808","4.45616721309787","11.3434242527752","4.14925278594784","-1.69993614258395","4.29156212891442","",
"Central African Republic","CAF","GDP growth (annual %)","NY.GDP.MKTP.KD.ZG","","4.95355379797229","-3.71380018409685","-0.707010752236329","2.08032459940857","0.947578712256856","0.644783720237797","4.6766131089008","1.40411317693092","7.09154252763096","2.33288087679347","1.13020238405835","-0.000867174831114426","1.888939956294","6.33903361228316","0.404987104042064","5.43251898691292","3.80623491408234","1.2092354194359","-2.46513778468636","-4.47863884794948","-1.54446566470149","7.71578363090393","-8.12651359274568","9.48172665292533","3.92721953798056","3.57797925430461","-4.93898788502545","1.71016528472386","1.97727043451945","-2.14752806574087","-0.552543005101867","-6.42407819946331","0.335275684646064","4.89994941000114","7.20004555751903","-4.00009296364789","5.29993601826074","4.70014237879329","3.59997490432274","-2.48943244028874","4.46473902640867","3.61654219150596","-5.39748521855877","5.99488422798696","0.908210514871953","4.77108543044105","4.60753485452025","2.05413096200485","1.70923921998059","3.04663473280731","3.30071915650572","4.11279786850471","-36.6999524381893","1.04001804711078","4.79988608115663","4.53128596327306","",
